function,depth,seed,snapped,final_loss,snappability,nan_epoch,converged,symbolic_form,expected_depth,post_snap_loss,valid_snap
ln,5,2,1,0.4120364189147949,1.0,-1,1,"eml(1,eml(1,x))",4,1.246989369392395,0
ln,5,3,1,0.4431670308113098,1.0,-1,1,"eml(1,eml(1,1))",4,0.66901034116745,0
ln,5,4,1,0.003240208374336362,1.0,-1,1,"eml(1,eml(eml(1,x),1))",4,2.3739994503557682e-07,1
ln,5,5,1,0.04326707869768143,1.0,-1,1,"eml(1,eml(eml(1,x),x))",4,0.9747202396392822,0
ln,5,6,1,0.28121647238731384,1.0,-1,1,"eml(1,eml(eml(1,x),x))",4,0.9747210741043091,0
ln,5,7,1,0.02735166996717453,1.0,-1,1,"eml(1,eml(eml(1,x),1))",4,2.3739994503557682e-07,1
ln,5,8,1,0.3954242169857025,1.0,-1,1,"eml(1,eml(1,x))",4,1.2469897270202637,0
ln,5,9,1,0.43037092685699463,1.0,-1,1,"eml(1,eml(1,x))",4,1.2469897270202637,0
ln,5,10,1,0.08144090324640274,1.0,-1,1,"eml(1,eml(eml(1,x),x))",4,0.9747202396392822,0
ln,5,11,1,0.14622214436531067,1.0,-1,1,"eml(1,eml(eml(1,x),1))",4,2.3739994503557682e-07,1
ln,5,12,1,0.33397698402404785,1.0,-1,1,"eml(1,eml(eml(1,x),x))",4,0.9747210741043091,0
ln,5,13,1,0.11204542964696884,1.0,-1,1,"eml(1,eml(eml(1,x),1))",4,1.2637174222618341e-06,1
ln,5,14,1,0.4736141562461853,1.0,-1,1,"eml(1,eml(1,x))",4,1.2469897270202637,0
ln,5,15,1,0.49813592433929443,1.0,-1,1,"eml(1,eml(1,1))",4,0.66901034116745,0
ln,5,16,1,0.3354688584804535,1.0,-1,1,"eml(1,eml(1,x))",4,1.2469897270202637,0
ln,5,17,1,0.026556409895420074,1.0,-1,1,"eml(1,eml(eml(1,x),x))",4,0.9747210741043091,0
ln,5,18,1,0.0953875482082367,1.0,-1,1,"eml(1,eml(eml(1,x),1))",4,1.2637174222618341e-06,1
ln,5,19,1,0.17724671959877014,1.0,-1,1,"eml(1,eml(eml(1,x),x))",4,0.9747210741043091,0
sqrt,2,0,1,0.5051617622375488,1.0,-1,0,"eml(1,x)",9,1.5483720302581787,0
sqrt,2,1,1,0.5051617622375488,1.0,-1,0,"eml(1,x)",9,1.5483720302581787,0
sqrt,2,2,1,0.5051618218421936,1.0,-1,0,"eml(1,x)",9,1.5483720302581787,0
sqrt,2,3,1,0.5051617622375488,1.0,-1,0,"eml(1,x)",9,1.5483720302581787,0
sqrt,2,4,1,0.5051616430282593,1.0,-1,0,"eml(1,x)",9,1.5483720302581787,0
sqrt,2,5,1,0.505161702632904,1.0,-1,0,"eml(1,x)",9,1.5483720302581787,0
sqrt,2,6,1,0.5051617622375488,1.0,-1,0,"eml(1,x)",9,1.5483720302581787,0
sqrt,2,7,1,0.5051617622375488,1.0,-1,0,"eml(1,x)",9,1.5483720302581787,0
sqrt,2,8,1,0.505161702632904,1.0,-1,0,"eml(1,x)",9,1.5483720302581787,0
sqrt,2,9,1,0.5051617622375488,1.0,-1,0,"eml(1,x)",9,1.5483720302581787,0
sqrt,2,10,1,0.5051616430282593,1.0,-1,0,"eml(1,x)",9,1.5483720302581787,0
sqrt,2,11,1,0.5051618218421936,1.0,-1,0,"eml(1,x)",9,1.5483720302581787,0
sqrt,2,12,1,0.5051617622375488,1.0,-1,0,"eml(1,x)",9,1.5483720302581787,0
sqrt,2,13,1,0.5051617622375488,1.0,-1,0,"eml(1,x)",9,1.5483720302581787,0
sqrt,2,14,1,0.5051616430282593,1.0,-1,0,"eml(1,x)",9,1.5483720302581787,0
sqrt,2,15,1,0.505161702632904,1.0,-1,0,"eml(1,x)",9,1.5483720302581787,0
sqrt,2,16,1,0.5051616430282593,1.0,-1,0,"eml(1,x)",9,1.5483720302581787,0
sqrt,2,17,1,0.5051616430282593,1.0,-1,0,"eml(1,x)",9,1.5483720302581787,0
